,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,posemo,interrog,number,quant,affect,negemo,compare,social,anx,anger,sad,risk,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,money,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
725,6,18.82,50.0,1.0,25.77,6.0,0.0,33.33,33.33,33.33,33.33,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33340000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,8,72.69,50.0,7.84,25.77,8.0,0.0,87.5,62.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,12.5,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,25.0,0.0,12.5,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,7,68.29,7.67,13.15,25.77,7.0,14.29,85.71,42.86,14.29,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,14.29,28.57,0.23816666666666700,0.0,0.0,0.0,28.57,0.5001750087504380,0.42874287428742900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,7,5.89,1.0,99.0,25.77,7.0,0.0,71.43,71.43,28.57,28.57,28.57,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,6,93.26,50.0,23.51,1.0,6.0,16.67,100.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,33.33,0.0,0.0,0.0,0.0,0.0,16.67,0.583479173958698,0.0,0.0,16.67,0.0,0.0,0.7502250225022500,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.7333333333333330,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,10,25.89,2.31,43.37,25.77,5.0,40.0,80.0,60.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,20.0,10.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,5,52.71,50.0,43.37,99.0,5.0,20.0,100.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.3333333333333330,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,16,1.0,50.0,1.0,25.77,16.0,0.0,87.5,62.5,18.75,12.5,0.0,12.5,0.0,0.0,0.0,6.25,6.25,0.0,6.25,18.75,12.5,12.5,18.75,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,6.25,12.5,6.25,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.1375137513751380,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,13,65.46,6.21,63.54,99.0,13.0,0.0,92.31,61.54,23.08,15.38,15.38,0.0,0.0,0.0,0.0,7.69,7.69,15.38,7.69,0.0,7.69,0.0,7.69,7.69,0.12816666666666700,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,7.69,0.3383938393839380,0.0,7.69,0.0,7.69,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,18,31.3,1.0,87.07,1.0,18.0,16.67,83.33,50.0,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0,5.56,5.56,11.11,5.56,5.56,5.56,22.22,0.0,0.0,0.0,0.0,0.0,5.56,0.1946097304865240,0.0,0.0,0.0,0.0,0.0,0.2502250225022500,0.0,0.0,0.0,0.0,22.22,0.0,0.0,5.56,5.56,0.0,11.11,5.56,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,11.11,5.56,0.0,0.0,0.0,0.0,5.56,0.0,5.56,0.0,0.0,0.0,5.56,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,61,19.9,16.26,87.38,83.88,15.25,24.59,85.25,54.1,21.31,13.11,9.84,0.0,3.28,0.0,0.0,8.2,0.0,11.48,8.2,4.92,6.56,3.28,11.48,4.92,0.10933333333333300,0.0,1.64,1.64,9.84,0.11480574028701400,0.049204920492049200,0.13120000000000000,0.0,1.64,1.64,0.0,0.0,1.64,0.0,1.64,13.11,3.28,0.0,1.64,6.56,0.0,6.56,0.0,0.0,0.0,0.0,1.64,1.64,0.0,0.0,0.0,3.28,0.0,3.28,0.0,1.64,0.2165016501650170,3.28,9.84,1.64,9.84,1.64,6.56,1.64,1.64,0.0,0.0,0.0,0.0,1.64,0.0,0.0,1.64,0.0,0.0,14.75,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56,1.64
746,10,99.0,50.0,1.0,99.0,10.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,20.0,0.0,0.0,0.0,20.0,10.0,0.16666666666666700,0.0,0.0,0.0,10.0,0.0,0.3000300030003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,12,18.82,50.0,23.51,99.0,12.0,8.33,75.0,33.33,25.0,8.33,8.33,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,8.33,0.0,25.0,0.0,0.13883333333333300,0.0,8.33,0.0,8.33,0.0,0.0,0.1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0
749,6,99.0,50.0,1.0,25.77,6.0,33.33,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.5001500150015000,0.0,0.0,0.0,0.0,0.7502250225022500,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,5,99.0,50.0,1.0,99.0,5.0,0.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,40.0,0.6666666666666670,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,6,1.0,50.0,23.51,99.0,6.0,0.0,100.0,66.67,33.33,16.67,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,16.67,0.0,0.0,16.67,0.0,0.5555,0.0,0.0,0.0,33.33,0.0,0.0,0.33340000000000000,0.0,0.0,0.0,0.7502250225022500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,16.67,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,10,8.69,15.86,93.3,25.77,10.0,10.0,60.0,40.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,7,29.3,99.0,1.0,25.77,7.0,14.29,85.71,57.14,14.29,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,14.29,14.29,14.29,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.31441144114411400,0.0,14.29,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,5,8.69,2.31,43.37,25.77,1.67,40.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
763,7,68.29,50.0,13.15,25.77,7.0,42.86,57.14,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,28.57,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,20,78.3,84.14,3.37,96.76,20.0,15.0,60.0,40.0,15.0,5.0,0.0,0.0,5.0,0.0,0.0,10.0,5.0,10.0,5.0,0.0,5.0,0.0,10.0,5.0,0.08333333333333330,0.0,5.0,5.0,5.0,0.0,0.15001500150015,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,5.0,5.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,66,40.71,11.29,61.34,1.59,9.43,30.3,74.24,50.0,15.15,12.12,9.09,0.0,3.03,0.0,0.0,3.03,3.03,10.61,10.61,4.55,6.06,1.52,13.64,3.03,0.025333333333333300,0.0,0.0,3.03,6.06,0.1592579628981450,0.0,0.060600000000000000,0.0,1.52,1.52,0.0,0.0,0.0,0.0,0.0,13.64,0.0,3.03,3.03,1.52,1.52,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,1.52,0.0,1.52,0.06666666666666670,4.55,12.12,0.0,10.61,3.03,4.55,3.03,0.0,0.0,0.0,0.0,0.0,3.03,1.52,1.52,0.0,0.0,0.0,15.15,10.61,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,51,12.21,8.51,40.84,25.77,10.2,13.73,84.31,62.75,9.8,3.92,1.96,0.0,1.96,0.0,0.0,5.88,3.92,11.76,15.69,11.76,7.84,7.84,19.61,0.0,0.0,3.92,0.0,5.88,0.0,0.0,0.0,0.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0,5.88,3.92,7.84,9.8,7.84,1.96,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,3.92,0.0,0.0,0.0,1.96,17.65,0.0,9.8,0.0,7.84,1.96,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,9.8,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,5,52.71,97.69,43.37,25.77,5.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,7,29.3,1.0,99.0,25.77,3.5,28.57,100.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,28.57,28.57,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,14.29,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,17,93.26,72.17,66.34,1.0,17.0,5.88,94.12,70.59,11.76,11.76,5.88,0.0,5.88,0.0,0.0,0.0,17.65,17.65,11.76,11.76,0.0,0.0,23.53,0.0,0.0,0.0,0.0,0.0,5.88,0.2058102905145260,0.0,0.1176,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,0.0,17.65,5.88,5.88,5.88,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,13,1.0,50.0,1.0,99.0,13.0,0.0,76.92,69.23,23.08,15.38,7.69,0.0,7.69,0.0,0.0,7.69,0.0,7.69,23.08,0.0,15.38,0.0,15.38,7.69,0.12816666666666700,0.0,0.0,0.0,7.69,0.0,0.23072307230723100,0.15380000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,15.38,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,7.69,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,32,7.99,10.58,1.0,1.0,32.0,12.5,93.75,65.62,18.75,9.38,6.25,0.0,0.0,3.12,0.0,9.38,9.38,6.25,12.5,6.25,12.5,6.25,21.88,6.25,0.0,3.12,0.0,0.0,9.38,0.3283164158207910,0.09360936093609360,0.18760000000000000,0.0,3.12,3.12,0.14041404140414000,0.0,0.0,0.0,3.12,15.62,0.0,0.0,6.25,0.0,0.0,9.38,3.12,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,9.38,0.0,3.12,3.12,0.0,0.1375137513751380,0.0,25.0,3.12,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,3.12,0.0,3.12,0.0,0.0,0.0,9.38,0.0,3.12,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0
776,21,29.3,2.86,98.01,1.0,7.0,33.33,76.19,33.33,4.76,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,4.76,14.29,0.0,4.76,9.52,19.05,9.52,0.0,0.0,0.0,0.0,4.76,0.16660833041652100,0.14281428142814300,0.0,0.0,0.0,4.76,0.21422142214221400,0.0,0.0,0.0,0.0,23.81,4.76,0.0,0.0,4.76,4.76,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,0.0,9.52,4.76,0.0,0.20946094609460900,0.0,23.81,0.0,19.05,4.76,4.76,14.29,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,0.0,0.0,0.0
777,10,8.69,84.14,43.37,1.0,10.0,20.0,70.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.35001750087504400,0.0,0.4,0.0,0.0,0.0,0.45004500450045000,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,14,48.63,1.0,89.63,1.0,14.0,35.71,71.43,42.86,14.29,14.29,14.29,0.0,0.0,0.0,0.0,0.0,7.14,7.14,7.14,0.0,7.14,7.14,7.14,0.0,0.0,0.0,0.0,14.29,7.14,0.24991249562478100,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,21.43,0.0,14.29,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,7.14,7.14,0.0,0.0,14.29,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,44,17.39,32.48,11.0,25.77,14.67,4.55,93.18,63.64,25.0,11.36,11.36,0.0,0.0,0.0,0.0,13.64,6.82,9.09,11.36,6.82,6.82,0.0,20.45,2.27,0.03783333333333330,2.27,2.27,4.55,4.55,0.07945397269863490,0.06810681068106810,0.1818,0.0,0.0,0.0,0.10216021602160200,0.0,0.0,0.0,4.55,6.82,0.0,0.0,2.27,2.27,0.0,2.27,4.55,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,6.82,0.0,0.0,0.0,4.55,0.1001100110011000,2.27,15.91,0.0,2.27,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,2.27,0.0,2.27,0.0,0.0,0.0,11.36,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27
785,21,41.91,82.96,1.0,25.77,10.5,4.76,80.95,52.38,23.81,14.29,9.52,4.76,0.0,0.0,0.0,9.52,9.52,4.76,9.52,0.0,4.76,0.0,33.33,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.2858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,9.52,4.76,0.0,0.0,4.76,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,9.52,4.76,4.76,0.0,0.0,0.0,0.0,14.29,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,6,18.82,50.0,1.0,99.0,6.0,33.33,100.0,66.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.2778333333333330,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,86,14.04,1.0,91.06,86.31,21.5,10.47,93.02,62.79,13.95,4.65,4.65,0.0,0.0,0.0,0.0,9.3,3.49,11.63,13.95,6.98,10.47,5.81,26.74,9.3,0.05816666666666670,1.16,0.0,2.33,3.49,0.0,0.20942094209420900,0.0466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.88,4.65,2.33,4.65,11.63,4.65,16.28,1.16,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,1.16,0.0,2.33,0.0,3.49,22.09,1.16,8.14,2.33,3.49,2.33,1.16,1.16,0.0,0.0,0.0,1.16,0.0,1.16,0.0,0.0,0.0,8.14,5.81,1.16,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0
