,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,posemo,interrog,number,quant,affect,negemo,compare,social,anx,anger,sad,risk,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,money,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
0,175,68.29,45.45,9.53,85.64,25.0,14.86,87.43,52.57,13.14,6.29,3.43,0.0,1.71,0.57,0.57,6.86,6.86,13.71,8.0,4.57,8.0,1.14,18.29,6.86,0.07616666666666670,0.57,0.0,2.86,6.29,0.039901995099755000,0.10291029102910300,0.1258,0.0,0.0,1.14,0.07695769576957700,0.0,1.14,0.57,0.0,10.29,0.57,1.71,1.71,4.0,0.0,4.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,1.71,5.14,2.29,4.57,0.088008800880088,3.43,12.57,0.57,6.86,1.14,4.0,1.71,4.57,0.0,0.0,0.0,1.14,1.71,0.0,1.71,0.0,0.0,0.0,5.71,4.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0
1,118,63.55,17.56,62.32,14.14,13.11,14.41,78.81,55.08,10.17,5.93,1.69,0.0,1.69,0.0,2.54,4.24,8.47,11.86,10.17,5.08,6.78,4.24,13.56,2.54,0.014166666666666700,2.54,6.78,0.85,2.54,0.05915295764788240,0.050705070507050700,0.1356,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,19.49,0.0,3.39,0.85,1.69,3.39,11.86,0.85,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0,1.69,0.85,0.07458745874587460,4.24,11.02,0.0,10.17,0.0,8.47,1.69,0.85,0.0,0.0,0.0,0.0,1.69,0.0,1.69,0.0,0.0,0.0,13.56,7.63,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69
2,145,28.35,39.12,43.37,85.87,18.12,15.86,82.07,61.38,20.0,11.72,6.9,0.0,4.83,0.0,0.0,8.28,4.14,12.41,13.1,4.83,4.83,2.76,15.86,0.69,0.0575,0.69,2.07,2.07,3.45,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.03,1.38,1.38,2.76,2.76,2.07,4.83,4.14,3.45,0.69,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,2.07,0.0,1.38,0.01518151815181520,2.07,12.41,2.07,9.66,0.69,4.83,4.14,1.38,0.0,0.0,0.0,0.0,2.76,0.0,2.76,0.0,0.0,0.0,10.34,5.52,3.45,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69
3,69,67.76,28.11,94.19,78.8,23.0,17.39,86.96,52.17,5.8,2.9,1.45,0.0,1.45,0.0,0.0,2.9,8.7,13.04,4.35,10.14,14.49,1.45,10.14,13.04,0.0725,1.45,0.0,2.9,5.8,0.05075253762688130,0.34773477347734800,0.058000000000000000,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,14.49,1.45,2.9,1.45,1.45,1.45,7.25,7.25,4.35,1.45,1.45,1.45,0.0,0.0,0.0,0.0,7.25,1.45,5.8,4.35,1.45,0.0638063806380638,0.0,5.8,0.0,21.74,2.9,11.59,8.7,1.45,0.0,0.0,0.0,0.0,2.9,0.0,1.45,1.45,0.0,0.0,5.8,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,109,67.28,84.36,32.93,88.19,36.33,16.51,80.73,57.8,11.93,8.26,0.92,0.0,7.34,0.0,0.0,3.67,8.26,14.68,7.34,8.26,8.26,1.83,11.93,3.67,0.06116666666666670,3.67,1.83,2.75,3.67,0.0,0.054905490549054900,0.2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.68,1.83,0.92,1.83,7.34,0.92,4.59,2.75,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.75,1.83,0.0,0.92,0.0,0.0,7.34,2.75,12.84,1.83,6.42,5.5,0.92,1.83,0.0,0.0,0.0,0.92,0.0,0.92,0.0,0.0,0.0,17.43,4.59,6.42,0.0,0.0,0.0,0.0,0.92,0.0,0.0,5.5,0.0
5,133,33.11,11.46,73.74,54.07,19.0,19.55,90.98,60.15,16.54,9.02,8.27,0.0,0.75,0.0,0.0,7.52,7.52,12.03,10.53,6.77,9.77,3.01,18.05,6.77,0.050166666666666700,0.0,0.0,3.01,4.51,0.052502625131256600,0.09030903090309030,0.07520000000000000,0.0,1.5,0.0,0.0,0.0,0.75,0.0,0.75,18.05,1.5,1.5,0.75,6.77,3.76,5.26,3.01,2.26,0.75,0.0,0.75,0.75,0.0,0.0,0.0,5.26,0.0,3.01,0.0,2.26,0.0,3.01,16.54,1.5,10.53,3.01,3.01,5.26,3.01,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,8.27,4.51,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,99,54.98,23.97,64.52,80.64,9.0,17.17,86.87,54.55,10.1,5.05,1.01,0.0,4.04,0.0,0.0,5.05,9.09,11.11,11.11,6.06,6.06,6.06,17.17,2.02,0.06733333333333330,1.01,1.01,2.02,5.05,0.03535176758837940,0.0,0.10100000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.17,1.01,2.02,2.02,4.04,0.0,9.09,2.02,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,5.05,1.01,0.0,0.04444444444444440,0.0,16.16,2.02,14.14,2.02,8.08,4.04,2.02,0.0,1.01,0.0,0.0,3.03,0.0,2.02,0.0,0.0,0.0,16.16,11.11,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0
7,73,55.02,44.56,38.05,99.0,10.43,13.7,89.04,60.27,15.07,8.22,5.48,0.0,2.74,0.0,0.0,6.85,6.85,15.07,12.33,8.22,5.48,0.0,15.07,8.22,0.18266666666666700,0.0,0.0,0.0,12.33,0.047952397619881000,0.08220822082208220,0.0548,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,1.37,2.74,1.37,2.74,0.0,1.37,5.48,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,0.0,4.11,2.74,1.37,0.0,1.37,13.7,0.0,12.33,0.0,8.22,4.11,0.0,1.37,0.0,0.0,0.0,1.37,0.0,1.37,0.0,0.0,0.0,12.33,8.22,1.37,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0
8,120,68.59,20.24,82.75,25.77,30.0,14.17,90.0,57.5,11.67,4.17,3.33,0.83,0.0,0.0,0.0,7.5,4.17,18.33,7.5,5.83,6.67,5.0,20.0,5.0,0.02783333333333330,0.83,0.83,0.83,3.33,0.058452922646132300,0.15001500150015,0.0666,0.0,0.0,0.83,0.03735373537353740,0.0,0.0,0.0,0.0,13.33,2.5,2.5,2.5,3.33,0.83,4.17,4.17,2.5,0.83,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.83,1.67,4.17,3.33,0.055005500550055,3.33,14.17,0.0,19.17,1.67,14.17,4.17,2.5,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.0,0.0,0.0,11.67,3.33,4.17,0.0,0.0,0.83,0.0,0.0,0.0,0.0,3.33,0.0
9,62,54.54,43.59,20.84,83.22,20.67,14.52,83.87,50.0,12.9,9.68,6.45,0.0,0.0,0.0,3.23,3.23,6.45,9.68,8.06,4.84,9.68,0.0,12.9,4.84,0.05383333333333330,0.0,0.0,1.61,3.23,0.0,0.04830483048304830,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06,1.61,3.23,3.23,1.61,0.0,1.61,3.23,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,4.84,0.0,3.23,0.0,1.61,0.0,3.23,9.68,0.0,9.68,1.61,4.84,4.84,6.45,0.0,0.0,0.0,0.0,4.84,0.0,4.84,0.0,0.0,0.0,9.68,4.84,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,180,41.7,10.08,90.56,25.77,22.5,20.0,85.56,46.11,11.11,7.22,5.56,0.56,0.0,0.0,1.11,3.89,5.0,7.78,10.0,3.33,6.67,5.56,20.56,5.0,0.0555,1.67,5.56,3.33,6.67,0.11655582779139000,0.08340834083408340,0.1222,0.56,0.56,1.67,0.07515751575157520,0.0,0.56,0.0,0.0,19.44,4.44,2.78,2.78,6.11,1.67,8.33,1.11,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0.56,3.89,1.67,2.22,0.13443344334433400,2.22,17.22,1.11,13.33,1.11,3.89,8.33,2.22,0.56,0.56,0.0,0.0,0.56,0.0,0.56,0.0,0.0,0.0,12.22,4.44,7.22,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,108,43.76,3.22,98.57,42.58,108.0,19.44,82.41,58.33,16.67,12.04,11.11,0.0,0.93,0.0,0.0,4.63,4.63,13.89,12.96,1.85,7.41,2.78,17.59,2.78,0.015500000000000000,0.93,1.85,1.85,0.93,0.0,0.08340834083408340,0.018600000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.52,3.7,2.78,0.0,2.78,3.7,6.48,2.78,1.85,0.93,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,3.7,2.78,0.93,0.0,2.78,13.89,0.0,12.96,0.93,9.26,2.78,2.78,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,38,64.39,21.49,19.27,99.0,9.5,28.95,92.11,42.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89,5.26,10.53,10.53,7.89,0.0,13.16,10.53,0.21933333333333300,0.0,0.0,0.0,15.79,0.0920546027301365,0.0,0.0,0.0,0.0,0.0,0.11836183618361800,0.0,0.0,0.0,0.0,31.58,0.0,2.63,5.26,13.16,2.63,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,2.63,0.05786578657865790,2.63,10.53,0.0,13.16,2.63,2.63,10.53,5.26,0.0,0.0,0.0,0.0,10.53,0.0,7.89,0.0,2.63,0.0,18.42,5.26,0.0,0.0,0.0,0.0,5.26,2.63,0.0,0.0,5.26,0.0
13,63,89.78,26.27,37.24,99.0,21.0,9.52,82.54,53.97,9.52,1.59,0.0,0.0,1.59,0.0,0.0,7.94,9.52,15.87,7.94,4.76,4.76,1.59,15.87,6.35,0.10583333333333300,0.0,0.0,1.59,6.35,0.0,0.04770477047704770,0.127,0.0,0.0,0.0,0.0,0.0,1.59,0.0,1.59,20.63,1.59,1.59,6.35,3.17,1.59,12.7,1.59,0.0,1.59,0.0,1.59,0.0,0.0,0.0,0.0,7.94,1.59,1.59,1.59,3.17,0.06974697469746970,0.0,12.7,1.59,11.11,1.59,9.52,1.59,1.59,0.0,0.0,0.0,0.0,4.76,0.0,4.76,0.0,0.0,0.0,7.94,1.59,3.17,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0
14,55,1.0,7.3,91.12,99.0,27.5,14.55,87.27,60.0,21.82,10.91,9.09,0.0,0.0,0.0,1.82,10.91,1.82,1.82,10.91,10.91,14.55,3.64,18.18,7.27,0.18183333333333300,5.45,5.45,3.64,10.91,0.0,0.0,0.0728,0.0,0.0,0.0,0.08190819081908190,0.0,0.0,0.0,0.0,20.0,5.45,1.82,0.0,3.64,3.64,5.45,1.82,0.0,0.0,1.82,1.82,0.0,1.82,0.0,0.0,5.45,0.0,3.64,1.82,1.82,0.0,3.64,9.09,1.82,9.09,0.0,3.64,5.45,1.82,0.0,0.0,0.0,0.0,3.64,0.0,0.0,1.82,1.82,0.0,9.09,3.64,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82
15,80,69.65,40.12,35.37,88.96,10.0,21.25,82.5,51.25,8.75,3.75,2.5,0.0,1.25,0.0,0.0,5.0,7.5,13.75,8.75,8.75,7.5,1.25,15.0,6.25,0.10416666666666700,1.25,0.0,5.0,8.75,0.08750437521876090,0.15001500150015,0.05,0.0,0.0,2.5,0.0,0.0,1.25,0.0,1.25,15.0,3.75,1.25,1.25,7.5,1.25,2.5,1.25,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,7.5,0.0,1.25,5.0,1.25,0.11001100110011,1.25,13.75,1.25,11.25,0.0,6.25,3.75,2.5,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.25,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,91,43.96,41.32,34.95,11.53,11.38,19.78,85.71,56.04,15.38,7.69,1.1,0.0,4.4,0.0,2.2,7.69,4.4,14.29,12.09,3.3,5.49,5.49,19.78,6.59,0.055,0.0,2.2,3.3,7.69,0.15400770038501900,0.13201320132013200,0.15380000000000000,1.1,0.0,1.1,0.1485148514851490,0.0,0.0,0.0,0.0,13.19,0.0,2.2,2.2,4.4,0.0,7.69,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,1.1,3.3,1.1,0.0968096809680968,1.1,14.29,1.1,12.09,2.2,6.59,3.3,3.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.99,8.79,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,37,76.55,70.57,84.25,97.99,18.5,21.62,91.89,54.05,13.51,8.11,5.41,0.0,2.7,0.0,0.0,5.41,10.81,13.51,8.11,5.41,8.11,0.0,13.51,10.81,0.09016666666666670,2.7,0.0,2.7,5.41,0.0,0.08100810081008100,0.16220000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,5.41,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,0.0,5.41,0.0,2.7,0.0,2.7,10.81,2.7,16.22,5.41,5.41,5.41,5.41,2.7,0.0,0.0,0.0,2.7,0.0,2.7,0.0,0.0,0.0,5.41,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,81,75.9,19.38,73.07,48.69,16.2,11.11,86.42,59.26,11.11,3.7,3.7,0.0,0.0,0.0,0.0,7.41,9.88,16.05,12.35,6.17,3.7,3.7,19.75,3.7,0.04116666666666670,2.47,2.47,0.0,3.7,0.04305215260763040,0.07410741074107410,0.0246,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,17.28,4.94,4.94,1.23,2.47,1.23,2.47,2.47,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,4.94,0.0,0.0,0.0,2.47,11.11,1.23,14.81,2.47,9.88,3.7,1.23,1.23,0.0,0.0,0.0,2.47,0.0,2.47,0.0,0.0,0.0,14.81,13.58,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0
19,98,37.23,2.67,39.4,64.46,16.33,15.31,87.76,55.1,16.33,11.22,10.2,0.0,0.0,0.0,1.02,5.1,5.1,12.24,9.18,6.12,6.12,5.1,14.29,4.08,0.068,2.04,1.02,6.12,6.12,0.07140357017850890,0.06120612061206120,0.0408,0.0,0.0,0.0,0.13771377137713800,0.0,0.0,0.0,0.0,17.35,1.02,2.04,1.02,5.1,2.04,6.12,1.02,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.1570957095709570,3.06,12.24,0.0,3.06,0.0,2.04,1.02,3.06,3.06,0.0,0.0,0.0,3.06,0.0,3.06,0.0,0.0,0.0,11.22,6.12,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0
20,40,4.31,2.31,27.99,99.0,13.33,10.0,97.5,57.5,17.5,10.0,10.0,0.0,0.0,0.0,0.0,7.5,2.5,5.0,15.0,5.0,10.0,5.0,22.5,10.0,0.16666666666666700,0.0,0.0,0.0,10.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,22.5,0.0,0.0,7.5,12.5,0.0,10.0,2.5,0.0,2.5,0.0,2.5,2.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,2.5,0.16501650165016500,2.5,12.5,2.5,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.5,2.5,0.0,0.0,10.0,5.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
21,50,58.34,42.08,79.76,99.0,25.0,24.0,94.0,62.0,14.0,6.0,4.0,0.0,0.0,0.0,2.0,8.0,8.0,14.0,12.0,8.0,6.0,0.0,12.0,2.0,0.1,0.0,4.0,0.0,6.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,12.0,2.0,20.0,0.0,12.0,8.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
22,71,72.27,55.59,32.7,77.59,23.67,19.72,80.28,46.48,8.45,7.04,0.0,0.0,5.63,0.0,1.41,1.41,2.82,14.08,9.86,1.41,7.04,2.82,22.54,2.82,0.047,0.0,0.0,7.04,2.82,0.0,0.0,0.1408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.39,5.63,2.82,4.23,12.68,4.23,8.45,2.82,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,0.0,4.23,0.0,0.0,0.0,0.0,18.31,1.41,8.45,2.82,5.63,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,2.82,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,17,42.68,88.03,66.34,98.87,17.0,29.41,82.35,52.94,17.65,11.76,0.0,0.0,11.76,0.0,0.0,5.88,5.88,11.76,11.76,5.88,0.0,5.88,17.65,11.76,0.098,5.88,0.0,0.0,5.88,0.0,0.17641764176417600,0.2352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,5.88,0.0,0.0,0.0,0.0,5.88,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,0.0,11.76,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,87,66.61,78.96,47.93,69.12,12.43,18.39,87.36,54.02,11.49,9.2,0.0,0.0,6.9,0.0,2.3,2.3,4.6,16.09,6.9,2.3,9.2,5.75,14.94,2.3,0.0575,1.15,0.0,0.0,4.6,0.04025201260063000,0.034503450345034500,0.20680000000000000,0.0,0.0,1.15,0.1035103510351040,0.0,0.0,0.0,0.0,8.05,2.3,1.15,0.0,1.15,1.15,3.45,1.15,0.0,0.0,0.0,1.15,1.15,0.0,0.0,0.0,10.34,0.0,3.45,6.9,3.45,0.22750275027502700,3.45,6.9,8.05,14.94,4.6,4.6,6.9,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.49,8.05,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,72,11.86,83.46,1.0,92.4,72.0,9.72,84.72,61.11,18.06,8.33,1.39,4.17,2.78,0.0,0.0,9.72,6.94,5.56,18.06,4.17,9.72,0.0,19.44,2.78,0.09266666666666670,0.0,1.39,6.94,6.94,0.048652432621631100,0.0,0.1666,0.0,0.0,0.0,0.06255625562556260,0.0,0.0,0.0,0.0,13.89,0.0,0.0,5.56,1.39,5.56,4.17,5.56,2.78,1.39,1.39,0.0,0.0,0.0,0.0,0.0,8.33,4.17,0.0,0.0,2.78,0.0,2.78,19.44,2.78,4.17,0.0,2.78,1.39,0.0,0.0,0.0,0.0,0.0,5.56,0.0,4.17,1.39,0.0,0.0,4.17,1.39,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39
26,53,99.0,17.27,2.73,89.18,13.25,20.75,79.25,49.06,3.77,3.77,3.77,0.0,0.0,0.0,0.0,0.0,15.09,16.98,5.66,1.89,5.66,1.89,11.32,5.66,0.06283333333333330,0.0,0.0,3.77,3.77,0.0,0.16981698169817000,0.0,0.0,0.0,0.0,0.08505850585058510,0.0,0.0,0.0,0.0,13.21,1.89,0.0,1.89,5.66,0.0,3.77,1.89,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.32,0.0,3.77,3.77,1.89,0.04158415841584160,0.0,13.21,0.0,1.89,0.0,1.89,0.0,3.77,0.0,0.0,0.0,0.0,3.77,0.0,3.77,0.0,0.0,0.0,9.43,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0
27,37,76.55,8.84,4.5,75.85,18.5,8.11,91.89,64.86,13.51,2.7,2.7,0.0,0.0,0.0,0.0,10.81,10.81,16.22,10.81,2.7,5.41,5.41,10.81,2.7,0.09016666666666670,0.0,0.0,5.41,8.11,0.09450472523626180,0.08100810081008100,0.054000000000000000,0.0,0.0,0.0,0.12151215121512200,0.0,0.0,0.0,0.0,24.32,5.41,0.0,5.41,2.7,2.7,8.11,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,5.41,2.7,0.0,0.0,0.0,0.0594059405940594,0.0,8.11,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,2.7,0.0,2.7,0.0,0.0,0.0,5.41,2.7,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0
28,45,65.01,25.24,4.97,99.0,11.25,28.89,80.0,40.0,8.89,0.0,0.0,0.0,0.0,0.0,0.0,8.89,4.44,8.89,4.44,4.44,11.11,0.0,13.33,13.33,0.18516666666666700,2.22,0.0,4.44,13.33,0.07770388519425970,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,17.78,0.0,2.22,2.22,6.67,0.0,6.67,6.67,4.44,0.0,2.22,0.0,0.0,0.0,0.0,0.0,4.44,0.0,2.22,0.0,2.22,0.0,0.0,13.33,0.0,6.67,0.0,0.0,4.44,2.22,2.22,0.0,0.0,0.0,2.22,0.0,2.22,0.0,0.0,0.0,17.78,8.89,8.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,49,16.31,50.0,1.69,99.0,12.25,12.24,89.8,57.14,14.29,2.04,0.0,0.0,0.0,0.0,2.04,12.24,2.04,10.2,12.24,10.2,10.2,0.0,18.37,6.12,0.17000000000000000,0.0,0.0,6.12,10.2,0.0,0.06120612061206120,0.0816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.41,0.0,6.12,2.04,8.16,4.08,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,2.04,4.08,2.04,0.044884488448844900,2.04,16.33,2.04,6.12,0.0,2.04,4.08,2.04,0.0,0.0,0.0,0.0,6.12,0.0,4.08,0.0,2.04,0.0,10.2,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0
30,50,58.34,78.82,6.7,25.77,16.67,26.0,88.0,56.0,12.0,4.0,0.0,0.0,4.0,0.0,0.0,8.0,6.0,14.0,8.0,6.0,12.0,0.0,16.0,8.0,0.06666666666666670,0.0,0.0,0.0,10.0,0.1400070003500180,0.0,0.16,2.0,0.0,0.0,0.09000900090009000,0.0,0.0,0.0,0.0,20.0,6.0,2.0,4.0,8.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.088008800880088,0.0,12.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
31,69,43.64,38.58,19.97,52.99,17.25,18.84,85.51,62.32,14.49,8.7,4.35,0.0,1.45,0.0,2.9,5.8,8.7,14.49,11.59,8.7,10.14,1.45,23.19,1.45,0.024166666666666700,5.8,0.0,0.0,1.45,0.0,0.043504350435043500,0.11600000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.94,1.45,1.45,4.35,2.9,4.35,4.35,13.04,13.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,1.45,0.0,0.0,0.0,4.35,13.04,1.45,10.14,0.0,5.8,4.35,1.45,0.0,0.0,0.0,0.0,1.45,0.0,1.45,0.0,0.0,0.0,14.49,7.25,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,40,20.47,2.31,43.37,99.0,10.0,17.5,85.0,52.5,17.5,10.0,10.0,0.0,0.0,0.0,0.0,7.5,10.0,2.5,12.5,5.0,7.5,2.5,22.5,2.5,0.20833333333333300,2.5,0.0,2.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,2.5,10.0,0.0,7.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,10.0,7.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,34,93.26,61.58,66.34,99.0,8.5,17.65,94.12,52.94,8.82,5.88,5.88,0.0,0.0,0.0,0.0,2.94,11.76,14.71,5.88,2.94,8.82,0.0,17.65,2.94,0.196,0.0,0.0,0.0,11.76,0.0,0.0,0.2352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.59,5.88,5.88,2.94,5.88,0.0,2.94,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,14.71,5.88,8.82,0.0,0.0,0.0,0.0,11.76,0.0,11.76,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,74,59.54,86.02,15.32,51.03,24.67,17.57,85.14,58.11,14.86,9.46,0.0,0.0,5.41,0.0,4.05,5.41,4.05,17.57,8.11,5.41,8.11,2.7,16.22,4.05,0.045000000000000000,2.7,0.0,0.0,4.05,0.04725236261813090,0.08100810081008100,0.2162,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,8.11,2.7,1.35,0.0,2.7,0.0,2.7,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,1.35,1.35,4.05,2.7,0.0891089108910891,0.0,13.51,0.0,9.46,0.0,6.76,2.7,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,4.05,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0
